Table 1:  Labour Force Survey Summary:  People by economic activity for those aged 16 and over and those aged from 16 to 64 (seasonally adjusted),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
Feb-Apr 2011,50535104,31897275.95143897,29435768.16536939,2461507.7860695836,18637828.04856103,63.11904681434706,58.24815986402124,7.716984327492512,36.88095318565295,40494372,30984886.526876695,28541139.9215129,2443746.6053637946,9509485.473123306,76.51652562207087,70.48174477557745,7.886898676372614,23.483474377929127
Mar-May 2011,50573731,31966928.784368016,29466488.69456456,2500440.089803457,18606802.21563198,63.208563323848935,58.264415363312935,7.82195908362077,36.791436676151065,40516123,31050668.721123815,28568792.85819208,2481875.862931735,9465454.278876184,76.63780841302071,70.51215847624927,7.992986834590493,23.362191586979296
Apr-Jun 2011,50610976,31986284.161895186,29446562.507604,2539721.654291189,18624691.838104814,63.20029110265565,58.182166863575205,7.940033426316909,36.79970889734435,40536824,31080146.96709738,28558379.732511446,2521767.2345859297,9456677.032902624,76.67139134308445,70.45046186280268,8.11375582379185,23.328608656915563
May-Jul 2011,50649555,31901319.149972238,29345106.206350274,2556212.9436219605,18748235.850027762,62.984401639801646,57.937540036334525,8.012875366077722,37.015598360198354,40558471,31014526.68244362,28479978.60146243,2534548.0809811857,9543944.317556381,76.4686782261679,70.2195568503123,8.172132068731251,23.531321773832108
Jun-Aug 20111,50678151.94362791,31910879.558585413,29299995.25673787,2610884.3018475394,18767272.3850425,62.9677254097222,57.81583213478238,8.181799868769515,37.032274590277815,40556751.77048368,31056458.5006816,28468199.622351706,2588258.878329891,9500293.269802077,76.57531026260297,70.19349030577503,8.33404387777533,23.424689737397024
Jul-Sep 2011,50705536.88725582,31945444.82504453,29283237.263230577,2662207.561813956,18760092.062211283,63.00188655151309,57.75155744498298,8.333606172629795,36.998113448486905,40554128.540967345,31064096.7060749,28429145.56296829,2634951.1431066124,9490031.834892444,76.59909810340095,70.10172967777984,8.48230408254981,23.40090189659905
Aug-Oct 2011,50733393.83088371,31982103.092189495,29304325.299033895,2677777.7931556003,18751290.73869422,63.03954984521564,57.76141331431099,8.372738295029615,36.96045015478436,40551708.31145102,31088598.988179516,28442415.283303253,2646183.7048762627,9463109.323271498,76.664092051088,70.13863649061528,8.51174961561437,23.33590794891198
Sep-Nov 2011,50762146.77451163,32044295.979642667,29330541.730017904,2713754.2496247613,18717850.79486896,63.126360912168025,57.78034144281931,8.468759155603776,36.87363908783198,40550039.08193469,31125072.713949963,28440808.828781847,2684263.8851681165,9424966.367984723,76.757195353275,70.13756206575992,8.624120848929149,23.24280464672501
Oct-Dec 2011,50789902.71813953,32038392.55877936,29348519.159851015,2689873.3989283405,18751510.15936017,63.08024005593714,57.78416100287044,8.395781386326902,36.91975994406286,40547608.852418356,31130905.48677176,28468156.64856231,2662748.838209449,9416703.365646597,76.77618081026506,70.20921197148324,8.553393473700636,23.22381918973494
Nov-Jan 2012,50818046.66176744,32029991.26500223,29354111.05812268,2675880.206879548,18788055.39676521,63.028772983318426,57.76316286514612,8.354295774670927,36.97122701668157,40545617.62290203,31126745.77799865,28474814.298068717,2651931.47992993,9418871.844903382,76.76969202318139,70.22908015090843,8.519783914592182,23.230307976818608
Dec-Feb 2012,50846398.60539535,32046953.06201549,29389930.3502971,2657022.7117183884,18799445.543379854,63.026987045283015,57.80140021004067,8.291030684185998,36.97301295471698,40543641.3933857,31134892.45012535,28502196.668048877,2632695.782076476,9408748.94326035,76.79352761640375,70.3000413591334,8.455772848079572,23.206472383596246
Jan-Mar 2012,50874380.549023256,32100515.453512114,29464048.589332663,2636466.864179447,18773865.09551114,63.09760454494303,57.91529699499869,8.213160526962788,36.90239545505696,40541419.16386937,31169772.193346925,28562322.390111215,2607449.8032357045,9371646.97052245,76.8837717973265,70.45220167222472,8.365315559772538,23.116228202673497
Feb-Apr 2012,50902904.49265115,32130749.656111185,29503473.391948998,2627276.2641621907,18772154.83653996,63.12164301105824,57.96029457652738,8.176828403574113,36.87835698894175,40539406.93435304,31185169.979482993,28584921.085737843,2600248.893745155,9354236.954870043,76.92557029751889,70.511443672638,8.338094342457914,23.07442970248111
Mar-May 2012,50930198.43627906,32178682.132950105,29577401.393320955,2601280.7396291555,18751516.303328957,63.18192962316891,58.07438867595715,8.083863499697253,36.8180703768311,40536868.70483672,31214437.59607324,28636032.732183293,2578404.863889952,9322431.108763479,77.0025870112381,70.64194558462908,8.260295755622758,22.997412988761905
Apr-Jun 2012,50958392.37990697,32260653.90807319,29681224.749316484,2579429.1587567115,18697738.471833773,63.307832922911544,58.24599906534703,7.995588577053649,36.69216707708845,40534747.475320384,31294066.83843095,28733916.163824536,2560150.674606415,9240680.63688944,77.20306351355555,70.88712266264692,8.180945889277643,22.796936486444462
May-Jul 2012,50986530.32353487,32362447.504125707,29759638.435155664,2602809.0689700437,18624082.81940916,63.4725432359682,58.367647781317864,8.042683015980872,36.527456764031804,40532596.24580406,31375275.591635622,28794779.93087197,2580495.660763652,9157320.654168434,77.40751517954786,71.04104498081051,8.224615121632874,22.59248482045214
Jun-Aug 2012,51016626.60776146,32350224.919026077,29796179.590825737,2554045.3282003407,18666401.688735377,63.411140779160114,58.404840876508814,7.894984763145294,36.58885922083988,40539944.528165914,31372812.15527883,28839182.52589955,2533629.6293792822,9167132.372887082,77.38740770471938,71.13769607124887,8.075876707638306,22.61259229528062
Jul-Sep 2012,51047136.891988054,32320217.28449973,29777814.13395777,2542403.150541965,18726919.60748832,63.314456504949355,58.33395553009253,7.8662934972323395,36.685543495050645,40547873.81052779,31352957.929224905,28830201.221678346,2522756.707546563,9194915.881302878,77.323309418716,71.10163496215903,8.04631165340555,22.676690581284003
Aug-Oct 2012,51076739.17621464,32304153.368773222,29765330.99688496,2538822.3718882604,18772585.80744142,63.24631111889105,58.27570725334409,7.859120599465734,36.75368888110896,40554729.09288965,31327839.441337846,28810098.32634768,2517741.1149901664,9226889.651551804,77.24830159654665,71.04004630473261,8.036753124021525,22.751698403453343
Sep-Nov 2012,51106858.46044123,32408685.49978819,29871682.99975074,2537002.500037455,18698172.960653037,63.41357398219618,58.44946040436555,7.828156128251594,36.58642601780381,40562054.37525151,31415048.42960635,28902301.176003676,2512747.253602675,9147005.945645161,77.44935238973964,71.25452993238454,7.99854649033295,22.55064761026036
Oct-Dec 2012,51137736.74466783,32472661.085993685,29932320.588261038,2540340.497732647,18665075.658674143,63.500387684598955,58.5327441019026,7.823012998550843,36.499612315401045,40570094.657613374,31471021.724974588,28953033.673763737,2517988.051210854,9099072.932638789,77.57197016810198,71.3654575324744,8.00097331829759,22.428029831898012
Nov-Jan 2013,51167908.02889443,32459664.14743925,29917211.01990352,2542453.127535728,18708243.881455183,63.43754395647626,58.46870073916119,7.832653831497829,36.562456043523746,40577529.939975254,31463143.652905088,28937825.651554413,2525318.00135067,9114386.287070164,77.53834129245246,71.31490185420601,8.026273627357321,22.461658707547546
Dec-Feb 2013,51197654.313121006,32433758.225460716,29843242.68710112,2590515.5383595997,18763896.08766029,63.350086367430606,58.29025389441104,7.987096408476116,36.649913632569394,40584690.222337104,31437688.799962416,28863168.056587532,2574520.743374886,9147001.422374686,77.46194101208062,71.11836482788219,8.189281215157152,22.53805898791938
Jan-Mar 2013,51227913.5973476,32416117.944152977,29869132.293425202,2546985.6507277736,18811795.653194625,63.27823186191866,58.3063611143666,7.85715814310573,36.72176813808133,40592370.50469897,31403444.960464526,28874310.45981086,2529134.500653663,9188925.544234443,77.36292453486861,71.1323583737697,8.053684886603127,22.637075465131396
Feb-Apr 2013,51258722.8815742,32448301.582574826,29915534.002331406,2532767.580243419,18810421.298999377,63.3029848549717,58.3618403280294,7.805547460775418,36.69701514502831,40600294.78706084,31414570.228215184,28902846.980949827,2511723.2472653566,9185724.558845658,77.37522693610315,71.18876139333119,7.995408592314394,22.62477306389685
Mar-May 2013,51288393.16580078,32413410.68251757,29894032.497745328,2519378.1847722493,18874982.483283214,63.19833529924448,58.28615531219008,7.772641421321008,36.80166470075552,40607254.0694227,31391067.399810694,28892576.00699292,2498491.392817777,9216186.669612005,77.30408794976412,71.15126759765089,7.9592431853172485,22.69591205023588
Apr-Jun 2013,51319087.45002738,32496548.785506073,29973576.578968205,2522972.206537865,18822538.664521307,63.32253826054488,58.40629299606187,7.763815853771976,36.677461739455126,40615207.351784565,31446283.462564826,28948474.17429829,2497809.2882665317,9168923.88921974,77.42489947224935,71.27496339871904,7.9430985580221085,22.575100527750656
May-Jul 2013,51348255.73425398,32532523.09485992,30031488.226169754,2501034.868690163,18815732.63939406,63.356627464090764,58.48589751829877,7.687798641985201,36.64337253590923,40621909.63414644,31491066.38364827,29013844.974648587,2477221.4089996754,9130843.250498166,77.52236826694416,71.42412859453509,7.866425921625734,22.47763173305584
Jun-Aug 2013,51382191.815946326,32574939.788961317,30061818.334561523,2513121.4543997943,18807252.026985012,63.397334052323885,58.50629813972225,7.714892093987589,36.60266594767612,40634355.94720061,31519503.40393817,29031662.12631417,2487841.2776239994,9114852.543262444,77.56860584893708,71.44609887268122,7.893021808564277,22.431394151062918
Jul-Sep 2013,51415468.89763871,32636643.526742246,30144422.45827937,2492221.068462874,18778825.37089646,63.47631214200812,58.62909179782619,7.636266475811965,36.523687857991874,40646352.260254815,31569184.63283675,29098199.727257073,2470984.9055796764,9077167.627418065,77.66794036203346,71.58871118604692,7.827205340645625,22.332059637966537
Aug-Oct 2013,51449427.979331054,32675473.95145586,30261437.57879695,2414036.372658915,18773954.027875192,63.5098877378825,58.81783096005261,7.387915401763766,36.4901122621175,40659168.573309004,31585309.061305217,29196163.22732144,2389145.833983779,9073859.512003785,77.68311593572432,71.8070837446673,7.564104658107312,22.316884064275687
Sep-Nov 2013,51482853.06102342,32690969.654988594,30340591.613144297,2350378.041844294,18791883.406034827,63.49875290757387,58.933392011474425,7.1896859183117865,36.50124709242613,40671015.88636319,31594491.82553333,29268100.195030805,2326391.6305025257,9076524.060829863,77.68306529104137,71.96304187927664,7.3632823194277,22.316934708958623
Oct-Dec 2013,51516695.14271578,32697611.876731493,30329886.24724496,2367725.6294865315,18819083.26598429,63.46993297250509,58.87389740980592,7.241280000547897,36.53006702749491,40683773.19941738,31597638.911410183,29260522.440166585,2337116.471243601,9086134.288007202,77.66644149875135,71.92185025892735,7.396490851092192,22.333558501248653
Nov-Jan 2014,51550160.22440815,32719077.059528958,30368794.723341845,2350282.336187111,18831083.164879195,63.47036928129084,58.91115486574709,7.183217093535423,36.52963071870917,40695806.51247158,31632581.053818665,29312623.417791028,2319957.636027639,9063225.458652915,77.72933814230856,72.02860916101497,7.334076318592329,22.270661857691437
Dec-Feb 2014,51583552.30610052,32799977.178367276,30532850.151279096,2267127.0270881774,18783575.127733238,63.586115558172196,59.19105758768796,6.911977452787456,36.41388444182779,40708006.825525776,31665880.47493162,29430043.195141062,2235837.2797905533,9042126.350594152,77.78784309104437,72.29546590497053,7.060714075392788,22.212156908955627
Jan-Mar 2014,51617003.38779287,32795706.382039245,30572831.670847565,2222874.711191677,18821297.00575363,63.53663372445067,59.23015608085041,6.777944299467954,36.46336627554935,40720255.138579965,31669728.613169692,29473395.046946026,2196333.5662236633,9050526.525410268,77.77389533879554,72.38018265514692,6.935119631275683,22.226104661204456
Feb-Apr 2014,51650508.46948524,32854083.13654614,30681645.605941374,2172437.5306047634,18796425.332939096,63.60844086550688,59.402407672458594,6.612382155288921,36.391559134493114,40732481.45163415,31718342.35032042,29574690.100200117,2143652.2501203055,9014139.101313729,77.8698994510876,72.6071406558355,6.758399371708182,22.13010054891239
Mar-May 2014,51684235.5511776,32908139.727576993,30784394.92209505,2123744.805481944,18776095.823600605,63.67152261542388,59.56244606077693,6.453554722518233,36.32847738457612,40744795.76468834,31764870.417766817,29669268.56245242,2095601.8553143938,8979925.34692153,77.96055869617582,72.81732060653847,6.597230927604464,22.039441303824184
Apr-Jun 2014,51718171.63286996,32819720.05631189,30746985.13109198,2072734.9252199149,18898451.57655807,63.458778646097805,59.45102883635285,6.3155167736456255,36.5412213539022,40757478.07774253,31695288.309810065,29647698.137999948,2047590.171810117,9062189.767932467,77.76557776551614,72.74173853801425,6.460235198984966,22.23442223448385
May-Jul 2014,51751248.71456233,32767086.8631743,30745229.758213483,2021857.104960821,18984161.851388026,63.3165144360158,59.409638456824446,6.170390164385075,36.68348556398419,40769243.39079673,31639311.483491816,29636979.747443795,2002331.7360480214,9129931.907304913,77.6058343300874,72.69445612065016,6.328619815550543,22.3941656699126
Jun-Aug 2014,51784157.09173065,32811920.434188172,30827781.273035336,1984139.1611528408,18972236.657542475,63.362855122011574,59.53129876851503,6.047007108689315,36.637144877988426,40786756.283580564,31691284.72996915,29725684.86939323,1965599.860575927,9095471.553611413,77.69993894495366,72.88072790765132,6.202335681005509,22.30006105504633
Jul-Sep 2014,51816281.468898974,32847495.327313177,30873444.26210061,1974051.065212565,18968786.141585797,63.392228072230175,59.58251612600064,6.00974608731008,36.607771927769825,40803734.17636441,31718172.024513982,29764881.23523224,1953290.7892817387,9085562.151850425,77.73350323139483,72.94646393533651,6.158270368708832,22.266496768605172
Aug-Oct 2014,51848975.8460673,32853797.133941323,30887408.819959998,1966388.3139813235,18995178.71212598,63.364409031877244,59.57187835621015,5.9852695442312935,36.63559096812275,40821174.06914825,31708834.46510086,29761918.299729116,1946916.1653717398,9112339.604047392,77.67741910457617,72.90804093315514,6.139980223853829,22.322580895423823
Sep-Nov 2014,51881504.22323562,32825413.861637007,30888059.880725477,1937353.980911529,19056090.36159862,63.26997328449825,59.535783210564595,5.901994074096688,36.730026715501765,40838391.96193209,31685147.83068224,29767312.16909218,1917835.6615900614,9153244.131249849,77.5866685941451,72.8905099810004,6.052790638183262,22.4133314058549
Oct-Dec 2014,51914146.60040394,32863931.87215034,30980543.173605423,1883388.6985449197,19050214.728253603,63.304386230428044,59.67649514123837,5.730868436168306,36.69561376957196,40855815.85471593,31729913.953946855,29864679.173850648,1865234.7800962087,9125901.900769075,77.66315098633459,73.09774275478924,5.878474120047823,22.33684901366542
Nov-Jan 2015,51945838.97757228,32910615.05275225,31038753.409067404,1871861.6436848368,19035223.924820032,63.355632906345924,59.75214573484596,5.68771395090745,36.64436709365408,40872521.74749978,31765753.03127803,29914323.998104,1851429.033174024,9106768.71622175,77.71909261561817,73.18932798643357,5.82838074498351,22.280907384381834
Dec-Feb 2015,51978240.3547406,33010433.058929432,31156369.37485016,1854063.684079273,18967807.295811165,63.508177332745674,59.94117762012425,5.616599093896899,36.491822667254326,40889549.640283614,31815310.13827409,29980763.471601687,1834546.6666724053,9074239.502009522,77.80792505215133,73.3213345105303,5.766238514410802,22.19207494784866
Jan-Mar 2015,52010497.73190893,33028450.6175587,31188435.874157187,1840014.7434015125,18982047.11435023,63.50343114923784,59.96565546232561,5.570999271831775,36.49656885076215,40906500.533067465,31811339.661115404,29993576.975391768,1817762.6857236372,9095160.871952057,77.7659766701387,73.32227539519288,5.714197217370193,22.234023329861298
Feb-Apr 2015,52043057.10907725,32987738.032762572,31160374.01293896,1827364.019823615,19055319.07631468,63.385473231565626,59.87421904833493,5.539525074464712,36.614526768434374,40923885.4258513,31811907.74828273,30003971.992677923,1807935.7556048122,9111977.677568568,77.73432902875687,73.3165281850893,5.683204446304884,22.265670971243125
Mar-May 2015,52075390.48624559,32950509.89684658,31087563.697951972,1862946.198894609,19124880.589399006,63.274628551368494,59.69722628611489,5.653770471918846,36.72537144863151,40940811.31863515,31808932.15088197,29963936.340913694,1844995.8099682739,9131879.167753179,77.69492378477464,73.18842830863716,5.8002444131627895,22.305076215225352
Apr-Jun 2015,52107672.8634139,33002795.754421476,31139500.39738111,1863295.3570403655,19104877.108992428,63.33576984128486,59.75991382114654,5.645871249531139,36.66423015871514,40957996.21141899,31847045.87103761,30005634.382806387,1841411.4882312184,9110950.340381373,77.75538067499194,73.25952721886549,5.782048029471511,22.24461932500805
May-Jul 2015,52140215.24058223,33052537.117839053,31215872.00734402,1836665.110495032,19087678.122743174,63.391639189309124,59.8690892688295,5.556805227831513,36.60836081069087,40975270.10420282,31871426.00256089,30057278.6547371,1814147.3478237907,9103844.10164193,77.78210106122485,73.35468095341275,5.692080886741694,22.217898938775154
Jun-Aug 2015,52175062.80516375,33043128.639280282,31248408.608724758,1794720.0305555258,19131934.165883467,63.33126758787536,59.89146333261742,5.431447034413194,36.66873241212464,40994759.04813088,31872629.612605922,30101736.008492913,1770893.6041130102,9122129.435524954,77.74805939262895,73.42825450724384,5.556157824557423,22.251940607371054
Jul-Sep 2015,52210085.3697453,33137440.66763719,31361344.32852534,1776096.3391118564,19072644.702108108,63.469424409023624,60.067598255065505,5.359787308035633,36.53057559097638,41014538.992058955,31959365.838494815,30203549.84788058,1755815.9906142382,9055173.15356414,77.92204087599922,73.64108091944773,5.49390122284395,22.077959124000788
Aug-Oct 2015,52245258.93432684,33196578.77695268,31465040.897721693,1731537.8792309908,19048680.15737416,63.539887549760884,60.225638726901074,5.216013044190994,36.4601124502391,41034505.935987025,32011840.609406076,30300341.812869444,1711498.7965366356,9022665.32658095,78.0120044806775,73.84112741636842,5.346455448843338,21.987995519322492
Sep-Nov 2015,52279643.49890837,33245835.502681732,31542201.1031963,1703634.3994854323,19033807.99622664,63.59231486223873,60.333619344315004,5.1243542949853405,36.40768513776127,41053692.87991509,32026065.742857415,30341076.523279324,1684989.2195780925,9027627.137057675,78.01019468951523,73.9058398766442,5.261305691142802,21.989805310484765
Oct-Dec 2015,52314597.0634899,33273866.44578193,31569273.07466432,1704593.371117606,19040730.61770797,63.60340767874059,60.34505634507957,5.122919435573121,36.39659232125942,41073565.82384315,32066494.738507893,30380395.295289524,1686099.4432183667,9007071.08533526,78.07088110157052,73.96580911816949,5.258134563718216,21.92911889842948
Nov-Jan 2016,52349440.62807144,33272562.65643003,31570846.18469494,1701716.4717350903,19076877.971641418,63.55858297096725,60.30789595059329,5.114473716097213,36.44141702903275,41093149.76777123,32066979.48183318,30383855.635971904,1683123.8458612761,9026170.285938047,78.03485413761797,73.93897962964505,5.2487757595467075,21.965145862382016
Dec-Feb 2016,52384252.19265297,33303569.645009115,31585281.6158085,1718288.0292006184,19080682.54764386,63.575537019272424,60.295375601903544,5.159471034235279,36.42446298072758,41112617.71169929,32115118.33023692,30417668.116467156,1697450.213769766,8997499.38146237,78.11499271450676,73.98621106972541,5.2855175444631275,21.885007285493227
Jan-Mar 2016,52419566.757234514,33307857.64122572,31602983.431382243,1704874.2098434798,19111709.116008796,63.54088692774029,60.28852466053749,5.118534575857341,36.45911307225971,41132649.65562736,32112636.953626253,30428719.240976747,1683917.7126495051,9020012.70200111,78.07091744023576,73.9770462047387,5.243785227233891,21.92908255976425
Feb-Apr 2016,52454227.32181605,33319084.206359945,31634544.68053418,1684539.5258257631,19135143.115456104,63.52030314342716,60.30885649396873,5.055779790923,36.47969685657284,41152118.59955542,32127251.356674783,30464897.901468452,1662353.4552063304,9024867.242880639,78.06949544760951,74.02996234025622,5.174278486357217,21.930504552390502
Mar-May 2016,52489030.886397585,33410169.020269893,31743396.91859945,1666772.101670445,19078861.866127692,63.65171628445528,60.47624881339861,4.988816730197375,36.348283715544724,41171727.54348349,32191200.27296699,30545783.903341148,1645416.3696258403,8980527.270516502,78.18763552966846,74.1911639998109,5.111385582623342,21.812364470331552
Apr-Jun 2016,52523684.45097913,33441308.839986224,31778491.907723986,1662816.9322622332,19082375.6109929,63.66900797143682,60.503165838228966,4.972344055726612,36.330992028563166,41191045.48741156,32228624.71808237,30583438.504257824,1645186.21382454,8962420.76932919,78.2418225532338,74.24778405686368,5.104736017176317,21.758177446766204
May-Jul 2016,52558828.01556066,33466202.74301981,31811025.73124134,1655177.0117784704,19092625.272540845,63.673799448328175,60.524610103222464,4.945816603360229,36.32620055167183,41211068.43133962,32270813.28182158,30632585.7581267,1638227.5236948808,8940255.149518047,78.30617965070937,74.33096719917035,5.076499031456725,21.69382034929064
Jun-Aug 2016,52582287.61062839,33531610.087438293,31842911.687301785,1688698.4001365101,19050677.523190096,63.76978182413766,60.55824714797197,5.036138723231591,36.23021817586234,41221273.07827307,32305219.25309813,30631230.61732976,1673988.6357683688,8916053.825174939,78.37026088872928,74.30927851055354,5.181790046535066,21.62973911127072
Jul-Sep 2016,52605729.20569612,33480863.704975564,31842561.367568262,1638302.3374072975,19124865.50072056,63.64489991966554,60.53059590345982,4.89324992283228,36.35510008033446,41231633.72520651,32243815.731166527,30621726.442962542,1622089.2882039805,8987817.994039984,78.20164475184164,74.26755545764921,5.030698915191004,21.79835524815836
Aug-Oct 2016,52628664.800763845,33460609.181996718,31826229.687477134,1634379.494519588,19168055.618767127,63.57867771996199,60.473184732999755,4.884488162274572,36.42132228003801,41241508.372139946,32240401.45747172,30622326.58966664,1618074.867805086,9001106.914668225,78.17464183548441,74.25122843070665,5.018780147447875,21.82535816451559
Sep-Nov 2016,52652426.39583157,33463008.823026206,31839799.91428851,1623208.9087376927,19189417.572805367,63.554542712727546,60.47166691791668,4.850756001417146,36.44545728727246,41252184.01907338,32241833.52205295,30634996.293908045,1606837.2281449027,9010350.497020429,78.15788251876701,74.26272577409145,4.983703011324865,21.84211748123299
Oct-Dec 2016,52676372.99089931,33484556.6097624,31877339.96429272,1607216.6454696804,19191816.381136905,63.566556899328276,60.515442036603474,4.799874354618443,36.43344310067172,41262830.66600683,32280916.59485019,30690531.23236155,1590385.3624886372,8981914.07115664,78.23243358203214,74.37815277574991,4.926704475121234,21.76756641796784
Nov-Jan 2017,52699460.585967034,33475081.145871114,31879644.140438613,1595437.005432501,19224379.44009592,63.52072824590724,60.49330256129342,4.766043728109933,36.479271754092764,41272815.31294027,32264739.15575452,30684575.477165066,1580163.6785894542,9008076.157185744,78.17431137448614,74.34572913068163,4.897494044385066,21.825688625513852
Dec-Feb 2017,52723001.18103477,33465310.70366989,31892231.87848652,1573078.825183362,19257690.47736488,63.47383486148708,60.49016779029381,4.700625191000705,36.52616513851292,41283326.959873706,32287206.581893533,30727162.44415614,1560044.1377373887,8996120.377980176,78.20882898627777,74.42995685406393,4.831771784841405,21.791171013722234
Jan-Mar 2017,52746164.7761025,33528843.064390067,31978289.34260153,1550553.721788537,19217321.711712427,63.566409437944294,60.6267573734381,4.624536906360874,36.4335905620557,41293156.60680714,32330454.205803774,30792887.072358474,1537567.1334452978,8962702.401003372,78.29494488312896,74.57140505282246,4.755785748191817,21.705055116871055
Feb-Apr 2017,52770049.37117023,33531276.587060057,31987951.449232247,1543325.1378278092,19238772.784110174,63.54224979251041,60.617626533258786,4.602643546304433,36.45775020748959,41303927.25374059,32330349.432659093,30798964.93207877,1531384.5005803215,8973577.821081495,78.2742745842193,74.56667435731438,4.7366778505442495,21.725725415780712
Mar-May 2017,52793882.966237955,33555742.521497265,32042738.77573473,1513003.7457625305,19238140.44474069,63.559906254587084,60.694036837991774,4.508926437235697,36.44009374541291,41314604.90067403,32364302.436892807,30864270.34220098,1500032.0946918284,8950302.463781219,78.33622641363998,74.7054713857313,4.634835240514585,21.663773586360012
Apr-Jun 2017,52816846.56130569,33606466.40939906,32097543.306446392,1508923.1029526656,19210380.151906624,63.62830914259769,60.77141176762619,4.489978460010451,36.37169085740231,41324521.54760747,32441647.64376246,30950916.685934063,1490730.9578283997,8882873.903845007,78.5045934685255,74.89721726185601,4.5951148172186675,21.495406531474508
May-Jul 2017,52840298.15637342,33647131.20850677,32165505.01867261,1481626.1898341547,19193166.94786665,63.67702753858963,60.873057384126284,4.403425007180301,36.322972461410366,41334992.19454092,32480478.180043146,31023344.735779777,1457133.4442633642,8854514.014497768,78.57864839353428,75.05346702321867,4.486182242103396,21.421351606465713
Jun-Aug 2017,52863211.139921606,33612193.670897745,32134880.553271957,1477313.117625781,19251017.46902386,63.583336967425076,60.78874109296042,4.395170193562448,36.416663032574924,41344700.178960785,32429965.675801434,30976335.455876566,1453630.219924865,8914734.503159354,78.43802358084139,74.92214315691082,4.482367432813947,21.56197641915861
Jul-Sep 2017,52886406.12346978,33547127.15867705,32092694.004826196,1454433.1538508558,19339278.96479273,63.432419817593924,60.68231206692677,4.335492416299687,36.567580182406076,41355090.16338065,32360781.877685897,30927623.324777797,1433158.5529081044,8994308.285694756,78.25102484322694,74.78552991322884,4.428689511659564,21.748975156773053
Aug-Oct 2017,52909090.107017964,33570510.66318865,32122507.17976701,1448003.4834216377,19338579.443829317,63.449419741081115,60.7126433563563,4.313319800075097,36.55058025891889,41364839.14780053,32387077.128937162,30960927.949098274,1426149.1798388879,8977762.018863367,78.29615150494128,74.84841857712034,4.403451333879876,21.703848495058725
Sep-Nov 2017,52931966.09056615,33703258.39444126,32239584.176229857,1463674.2182113999,19228707.69612489,63.672787700300546,60.907588660259094,4.342827037912769,36.327212299699454,41374597.1322204,32515877.020734165,31073891.26249726,1441985.7582369002,8858720.11148624,78.58898762644985,75.10379173770497,4.434712793745036,21.411012373550157
Oct-Dec 2017,52954793.07411434,33668637.463066176,32178986.195945743,1489651.267120426,19286155.611048162,63.57996228206256,60.76690008194113,4.424447733456822,36.42003771793744,41384547.116640285,32480821.609403476,31011712.94693128,1469108.6624721892,8903725.507236805,78.4853861463263,74.93548947032406,4.5230033899354,21.514613853673687
Nov-Jan 2018,52977025.0576625,33742839.943184026,32265071.9686481,1477767.9745359316,19234185.11447848,63.69334613722996,60.903895478331194,4.379500886778314,36.30665386277005,41393695.10106014,32530194.83465115,31068745.761630695,1461449.073020457,8863500.266408991,78.58731808124571,75.05671017235423,4.492592437422853,21.412681918754306
Dec-Feb 2018,53000257.04121068,33732695.891579956,32286231.541627884,1446464.3499520728,19267561.149630725,63.64628734791019,60.9171225651293,4.28801882482546,36.353712652089804,41404032.08548001,32531194.651741076,31103811.25649502,1427383.3952460554,8872837.433738936,78.57011265129766,75.12266243123413,4.3877374025969305,21.429887348702334
Jan-Mar 2018,53022784.02475887,33809306.966162525,32364259.000041544,1445047.966120974,19213477.058596343,63.763734002302385,61.038399992216796,4.274112946376647,36.23626599769762,41413609.06989989,32608527.18265633,31185134.684837516,1423392.4978188076,8805081.88724356,78.73867531713569,75.3016590082785,4.365092878453814,21.261324682864316
Feb-Apr 2018,53045818.00830705,33853082.11361912,32408829.12886058,1444252.9847585442,19192735.89468793,63.81856927593742,61.09591735164743,4.266237797525444,36.18143072406258,41423587.05431976,32626957.904373605,31203577.85017975,1423380.054193858,8796629.149946155,78.76420229273982,75.3280439215989,4.362588931415686,21.235797707260165
Mar-May 2018,53069348.991855234,33849813.939279355,32413229.38521658,1436584.5540627753,19219535.05257588,63.7841137724799,61.07711890377846,4.243995422367037,36.21588622752011,41434089.03873964,32640348.70423603,31224891.912290808,1415456.7919452188,8793740.334503608,78.77655684361319,75.36039197844188,4.336524725183228,21.223443156386818
Apr-Jun 2018,53091549.97540341,33794700.985390544,32403445.6111821,1391255.3742084394,19296848.990012873,63.653634149025905,61.03315052243563,4.116785571826422,36.3463658509741,41443390.023159504,32570600.369865548,31195139.713766567,1375460.6560989788,8872789.653293956,78.59057946674815,75.27168915557829,4.2230129026775955,21.40942053325184
May-Jul 2018,53114648.9589516,33810384.51800921,32423238.899848133,1387145.6181610762,19304264.44094239,63.655479572384564,61.04387308462806,4.102720622482742,36.344520427615436,41453645.00757938,32559546.785752505,31187993.04305512,1371553.7426973842,8894098.221826876,78.54447245784857,75.23582796483328,4.212447279203384,21.45552754215143
